"","user","date.new","date.is_weekend","nonsocial_usage","social_usage","steps_total","valence"
"1218",39559,"2020-02-28","0",1559,3160,927,0.5
"1219",39559,"2020-02-29","1",NA,NA,NA,0.75
"1220",39559,"2020-03-01","1",0,5,16,1
"1221",39559,"2020-03-02","0",1293,5571,39,0.5
"1222",39559,"2020-03-03","0",628,430,562,0
"1223",39559,"2020-03-04","0",95,2298,562,0
"1224",39559,"2020-03-05","0",703,792,12628,-1
"1225",39559,"2020-03-06","0",NA,NA,5227,-1
"1226",39559,"2020-03-07","1",1455,650,4673,1
"1227",39559,"2020-03-08","1",1461,1534,9663,-1
"1228",39559,"2020-03-09","0",6023,1179,923,0
"1229",39559,"2020-03-10","0",62,217,1174,-0.5
"1230",39559,"2020-03-11","0",15158,2140,7624,-1
"1231",39559,"2020-03-12","0",1898,534,1702,-1
"1232",39559,"2020-03-13","0",3329,4040,103,-0.5
"1233",39559,"2020-03-14","1",13720,17547,140,-0.25
"1234",39559,"2020-03-15","1",0,68,79,0
"1235",39559,"2020-03-16","0",NA,NA,40,-1
"1236",39559,"2020-03-17","0",14990,5254,NA,-1
"1237",39559,"2020-03-18","0",4063,3209,158,-0.5
"1238",39559,"2020-03-19","0",2155,15138,570,0
"1239",39559,"2020-03-20","0",NA,NA,NA,0.5
"1240",39559,"2020-03-21","1",7122,5100,142,NA
"1241",39559,"2020-03-22","1",24926,4915,2062,NA
"1242",39559,"2020-03-23","0",1061,2604,2490,NA
"1243",39559,"2020-03-24","0",320,2578,4534,NA
"1244",39559,"2020-03-25","0",3800,17223,1357,NA
"1245",39559,"2020-03-26","0",887,2128,0,0
"1246",39559,"2020-03-27","0",NA,NA,196,-0.5
"1247",39559,"2020-03-28","1",NA,NA,4,-1
"1248",39559,"2020-03-29","1",6792,9650,3701,-0.666666666666667
"1249",39559,"2020-03-30","0",461,906,236,-0.333333333333333
"1250",39559,"2020-03-31","0",1183,4458,2806,0
"1251",39559,"2020-04-01","0",3274,14075,322,0.5
"1252",39559,"2020-04-02","0",NA,NA,NA,1
"1253",39559,"2020-04-03","0",NA,NA,NA,0.25
"1254",39559,"2020-04-04","1",NA,NA,NA,NA
"1255",39559,"2020-04-05","1",2334,13527,1113,NA
"1256",39559,"2020-04-06","0",7098,5918,1827,NA
"1257",39559,"2020-04-07","0",NA,NA,47,NA
"1258",39559,"2020-04-08","0",592,2039,3763,NA
"1259",39559,"2020-04-09","0",1825,7497,1352,NA
"1260",39559,"2020-04-10","0",1383,2087,2,-1
"1261",39559,"2020-04-11","1",NA,NA,NA,NA
"1262",39559,"2020-04-13","0",NA,NA,2401,NA
"1263",39559,"2020-04-14","0",NA,NA,NA,NA
"1264",39559,"2020-04-15","0",11943,3111,2253,NA
"1265",39559,"2020-04-16","0",NA,NA,2672,NA
"1266",39559,"2020-04-17","0",15816,17183,112,NA
"1267",39559,"2020-04-18","1",752,3141,486,NA
"1268",39559,"2020-04-19","1",NA,NA,NA,NA
"1269",39559,"2020-04-20","0",2740,4685,48,NA
"1270",39559,"2020-04-21","0",NA,NA,273,NA
"1271",39559,"2020-04-22","0",1343,3923,1129,NA
"1272",39559,"2020-04-23","0",18420,2564,288,NA
"1273",39559,"2020-04-24","0",934,2334,195,NA
"1274",39559,"2020-04-25","1",955,3880,4433,-1
"1275",39559,"2020-04-26","1",9796,20274,2492,-0.75
"1276",41109,"2020-02-01","1",153,1390,4104,-0.5
"1277",41109,"2020-02-02","1",11379,5343,2430,-0.25
"1278",41109,"2020-02-03","0",578,5936,3547,0
"1279",41109,"2020-02-04","0",6204,6992,3989,-0.25
"1280",41109,"2020-02-05","0",1760,2917,3000,-0.5
"1281",41109,"2020-02-06","0",1297,4172,6985,-0.75
"1282",41109,"2020-02-07","0",3828,9873,5485,-1
"1283",41109,"2020-02-08","1",0,365,21818,0
"1284",41109,"2020-02-09","1",169,1193,1134,1
"1285",41109,"2020-02-10","0",143,2297,13754,0
"1286",41109,"2020-02-11","0",628,5128,2137,0
"1287",41109,"2020-02-12","0",193,2022,3260,-0.5
"1288",41109,"2020-02-13","0",2159,528,8353,-1
"1289",41109,"2020-02-14","0",NA,NA,NA,-1
"1290",41109,"2020-02-15","1",640,337,21,-1
"1291",41109,"2020-02-16","1",9851,568,0,-1
"1292",41109,"2020-02-17","0",1043,4097,12231,-1
"1293",41109,"2020-02-18","0",2462,4404,3006,-1
"1294",41109,"2020-02-19","0",4931,4904,2544,0
"1295",41109,"2020-02-20","0",2158,8463,10654,1
"1296",41109,"2020-02-21","0",22254,3173,1686,0.25
"1297",41109,"2020-02-22","1",13886,16612,3590,-0.5
"1298",41109,"2020-02-23","1",5556,11745,4622,-0.5
"1299",41109,"2020-02-24","0",NA,NA,NA,-1
"1300",41109,"2020-02-25","0",2350,361,5045,-0.333333333333333
"1301",41109,"2020-02-26","0",NA,NA,1899,0.333333333333333
"1302",41109,"2020-02-27","0",NA,NA,187,1
"1303",41109,"2020-02-28","0",1906,21074,4661,0.333333333333333
"1304",41109,"2020-02-29","1",12804,11745,4528,-0.333333333333333
"1305",41109,"2020-03-01","1",9706,14603,3871,-1
"1306",41109,"2020-03-02","0",3504,5969,0,-0.5
"1307",41109,"2020-03-03","0",NA,NA,6176,0
"1308",41109,"2020-03-04","0",1449,2340,3279,-1
"1309",41109,"2020-03-05","0",9778,7389,3392,0
"1310",41109,"2020-03-06","0",NA,NA,4916,1
"1311",41109,"2020-03-07","1",1293,6033,89,0.75
"1312",41109,"2020-03-08","1",2042,3134,14393,0.5
"1313",41109,"2020-03-09","0",3642,12317,1721,0.25
"1314",41109,"2020-03-10","0",NA,NA,NA,0
"1315",41109,"2020-03-11","0",2144,1088,2477,-1
"1316",41109,"2020-03-12","0",1857,1227,7007,-1
"1317",41109,"2020-03-13","0",10340,12683,18,-1
"1318",41109,"2020-03-14","1",82,6043,90,-0.6
"1319",41109,"2020-03-15","1",495,805,1614,-0.2
"1320",41109,"2020-03-16","0",12720,12241,119,0.2
"1321",41109,"2020-03-17","0",NA,NA,NA,0.6
"1322",41109,"2020-03-18","0",589,7302,598,1
"1323",41109,"2020-03-19","0",1015,3260,723,0.333333333333333
"1324",41109,"2020-03-20","0",NA,NA,57,-0.333333333333333
"1325",41109,"2020-03-21","1",NA,NA,NA,-1
"1326",41109,"2020-03-22","1",11620,2917,1634,-0.625
"1327",41109,"2020-03-23","0",846,1893,1509,-0.25
"1328",41109,"2020-03-24","0",0,36870,938,-0.625
"1329",41109,"2020-03-25","0",NA,NA,127,-1
"1330",41109,"2020-03-26","0",NA,NA,NA,-1
"1331",41109,"2020-03-27","0",1731,1487,144,-1
"1332",41109,"2020-03-28","1",460,4604,1548,-1
"1333",41109,"2020-03-29","1",NA,NA,NA,-1
"1334",41109,"2020-03-30","0",1484,4215,606,-1
"1335",41109,"2020-03-31","0",NA,NA,33,-1
"1336",41109,"2020-04-01","0",924,918,280,-1
"1337",41109,"2020-04-02","0",NA,NA,443,-1
"1338",41109,"2020-04-03","0",3818,8977,4039,-1
"1339",41109,"2020-04-04","1",NA,NA,NA,-1
"1340",41109,"2020-04-05","1",6694,12675,124,-1
"1341",41109,"2020-04-06","0",NA,NA,189,-1
"1342",41109,"2020-04-07","0",1832,12851,952,-1
"1343",41109,"2020-04-08","0",NA,NA,NA,-1
"1344",41109,"2020-04-09","0",2600,1387,10386,-1
"1345",41109,"2020-04-10","0",18056,4407,1710,-1
"1346",41109,"2020-04-11","1",193,2287,0,-1
"1347",41109,"2020-04-13","0",NA,NA,12,-1
"1348",41109,"2020-04-14","0",2921,13756,525,-0.666666666666667
"1349",41109,"2020-04-15","0",1466,11987,570,-0.333333333333333
"1350",41109,"2020-04-16","0",573,4055,1976,0
"1351",41109,"2020-04-17","0",NA,NA,1808,-0.5
"1352",41109,"2020-04-18","1",5814,2138,57,-1
"1353",41109,"2020-04-19","1",752,3141,500,0
"1354",41109,"2020-04-20","0",6616,7993,1239,1
"1355",41109,"2020-04-21","0",NA,NA,1182,-0.6
"1356",41109,"2020-04-22","0",230,3358,1588,NA
"1357",41109,"2020-04-23","0",106,2186,2128,NA
"1358",41109,"2020-04-24","0",NA,NA,115,NA
"1359",41109,"2020-04-25","1",13616,3076,4488,NA
"1360",41109,"2020-04-26","1",NA,NA,24,NA
"1361",41577,"2020-02-01","1",865,3610,3043,NA
"1362",41577,"2020-02-02","1",388,96,25,-1
"1363",41577,"2020-02-03","0",2589,181,654,-1
"1364",41577,"2020-02-04","0",379,2186,8383,0.5
"1365",41577,"2020-02-05","0",11382,813,5321,0
"1366",41577,"2020-02-06","0",189,311,2297,-0.5
"1367",41577,"2020-02-07","0",NA,NA,21362,-1
"1368",41577,"2020-02-08","1",1101,1113,710,-0.75
"1369",41577,"2020-02-09","1",737,262,10591,-0.5
"1370",41577,"2020-02-10","0",2636,2134,7108,-0.25
"1371",41577,"2020-02-11","0",10080,2330,218,0
"1372",41577,"2020-02-12","0",2627,10737,10172,-0.5
"1373",41577,"2020-02-13","0",1048,2097,1999,-1
"1374",41577,"2020-02-14","0",1414,2825,3588,-1
"1375",41577,"2020-02-15","1",1911,1180,6538,-1
"1376",41577,"2020-02-16","1",2344,4126,8764,-1
"1377",41577,"2020-02-17","0",NA,NA,7514,-1
"1378",41577,"2020-02-18","0",226,215,3582,-1
"1379",41577,"2020-02-19","0",1214,7970,8053,-1
"1380",41577,"2020-02-20","0",11139,29071,0,-1
"1381",41577,"2020-02-21","0",1937,607,1577,-1
"1382",41577,"2020-02-22","1",NA,NA,947,-0.666666666666667
"1383",41577,"2020-02-23","1",1270,1736,9250,-0.333333333333333
"1384",41577,"2020-02-24","0",650,1800,5713,0
"1385",41577,"2020-02-25","0",358,106,6276,-0.5
"1386",41577,"2020-02-26","0",8336,1456,1593,-1
"1387",41577,"2020-02-27","0",3214,3162,7385,0.5
"1388",41577,"2020-02-28","0",161,2787,6577,0.375
"1389",41577,"2020-02-29","1",392,1768,1847,0.25
"1390",41577,"2020-03-01","1",NA,NA,85,0.125
"1391",41577,"2020-03-02","0",939,1489,9008,0
"1392",41577,"2020-03-03","0",1029,4036,9522,-1
"1393",41577,"2020-03-04","0",NA,NA,NA,-1
"1394",41577,"2020-03-05","0",359,2923,12626,-1
"1395",41577,"2020-03-06","0",65,5219,653,-1
"1396",41577,"2020-03-07","1",2597,1310,1339,-1
"1397",41577,"2020-03-08","1",1074,2650,641,-1
"1398",41577,"2020-03-09","0",1968,92,7732,1
"1399",41577,"2020-03-10","0",NA,NA,NA,0
"1400",41577,"2020-03-11","0",NA,NA,NA,-1
"1401",41577,"2020-03-12","0",578,5888,6525,0
"1402",41577,"2020-03-13","0",NA,NA,NA,-1
"1403",41577,"2020-03-14","1",20296,5488,4171,-1
"1404",41577,"2020-03-15","1",7353,2277,117,-1
"1405",41577,"2020-03-16","0",NA,NA,NA,0
"1406",41577,"2020-03-17","0",2238,1252,5,-1
"1407",41577,"2020-03-18","0",14502,1705,288,-0.666666666666667
"1408",41577,"2020-03-19","0",885,3009,587,-0.333333333333333
"1409",41577,"2020-03-20","0",118,4360,996,0
"1410",41577,"2020-03-21","1",557,1506,1350,-0.5
"1411",41577,"2020-03-22","1",NA,NA,NA,-1
"1412",41577,"2020-03-23","0",231,5649,1588,NA
"1413",41577,"2020-03-24","0",NA,NA,936,NA
"1414",41577,"2020-03-25","0",NA,NA,NA,NA
"1415",41577,"2020-03-26","0",2864,6450,204,NA
"1416",41577,"2020-03-27","0",NA,NA,74,NA
"1417",41577,"2020-03-28","1",1559,730,611,NA
"1418",41577,"2020-03-29",NA,NA,NA,NA,NA
"1419",41577,"2020-03-30",NA,NA,NA,NA,NA
"1420",41577,"2020-03-31",NA,NA,NA,NA,NA
"1421",41577,"2020-04-01",NA,NA,NA,NA,NA
"1422",41577,"2020-04-02",NA,NA,NA,NA,NA
"1423",41577,"2020-04-03",NA,NA,NA,NA,NA
"1424",41577,"2020-04-04",NA,NA,NA,NA,NA
"1425",41577,"2020-04-05",NA,NA,NA,NA,NA
"1426",41577,"2020-04-06",NA,457,2572,NA,NA
"1427",41577,"2020-04-07",NA,NA,NA,NA,NA
"1428",41577,"2020-04-08",NA,NA,NA,NA,NA
"1429",41577,"2020-04-09",NA,94,671,NA,NA
"1430",41577,"2020-04-10",NA,NA,NA,NA,NA
"1431",41577,"2020-04-11",NA,NA,NA,NA,NA
"1432",41577,"2020-04-13",NA,NA,NA,NA,NA
"1433",41577,"2020-04-14",NA,NA,NA,NA,NA
"1434",41577,"2020-04-15",NA,NA,NA,NA,NA
"1435",41577,"2020-04-16",NA,NA,NA,NA,NA
"1436",41577,"2020-04-17",NA,NA,NA,NA,NA
"1437",41577,"2020-04-18",NA,NA,NA,NA,NA
"1438",41577,"2020-04-19",NA,NA,NA,NA,NA
"1439",41577,"2020-04-20",NA,NA,NA,NA,NA
"1440",41577,"2020-04-21",NA,NA,NA,NA,NA
"1441",41577,"2020-04-22",NA,NA,NA,NA,NA
"1442",41577,"2020-04-23",NA,NA,NA,NA,NA
"1443",41577,"2020-04-24",NA,NA,NA,NA,NA
"1444",41577,"2020-04-25",NA,NA,NA,NA,NA
"1445",41577,"2020-04-26",NA,NA,NA,NA,NA
"1446",42554,"2020-02-01",NA,NA,NA,NA,NA
"1447",42554,"2020-02-02",NA,NA,NA,NA,NA
"1448",42554,"2020-02-03","0",11139,20001,1239,NA
"1449",42554,"2020-02-04","0",2929,8979,5585,-1
"1450",42554,"2020-02-05","0",645,2214,1940,-0.666666666666667
"1451",42554,"2020-02-06","0",221,1897,9282,-0.333333333333333
"1452",42554,"2020-02-07","0",1373,4510,7936,0
"1453",42554,"2020-02-08","1",5901,3163,8116,-1
"1454",42554,"2020-02-09","1",1033,636,41,-1
"1455",42554,"2020-02-10","0",5286,4565,17483,-1
"1456",42554,"2020-02-11","0",3514,13201,2896,-0.333333333333333
"1457",42554,"2020-02-12","0",2627,10737,9937,0.333333333333333
"1458",42554,"2020-02-13","0",565,1733,5171,1
"1459",42554,"2020-02-14","0",1434,5372,4404,-1
"1460",42554,"2020-02-15","1",NA,NA,NA,-1
"1461",42554,"2020-02-16","1",1697,6662,7957,-0.333333333333333
"1462",42554,"2020-02-17","0",2000,5735,6698,-0.555555555555555
"1463",42554,"2020-02-18","0",0,97,47,-0.777777777777778
"1464",42554,"2020-02-19","0",778,3029,4602,-1
"1465",42554,"2020-02-20","0",NA,NA,2220,-1
"1466",42554,"2020-02-21","0",3179,5574,4408,-0.666666666666667
"1467",42554,"2020-02-22","1",528,13769,2028,-1
"1468",42554,"2020-02-23","1",2549,402,247,-1
"1469",42554,"2020-02-24","0",6528,3337,9845,-1
"1470",42554,"2020-02-25","0",274,327,15,0.333333333333333
"1471",42554,"2020-02-26","0",3214,3233,15866,1
"1472",42554,"2020-02-27","0",NA,NA,5120,1
"1473",42554,"2020-02-28","0",2235,5411,5730,1
"1474",42554,"2020-02-29","1",1193,822,11501,1
"1475",42554,"2020-03-01","1",382,960,131,0
"1476",42554,"2020-03-02","0",1277,6927,52,-1
"1477",42554,"2020-03-03","0",1887,13993,4648,-1
"1478",42554,"2020-03-04","0",NA,NA,2383,-1
"1479",42554,"2020-03-05","0",1402,5782,6528,-1
"1480",42554,"2020-03-06","0",1338,865,1265,-1
"1481",42554,"2020-03-07","1",117,3774,390,-1
"1482",42554,"2020-03-08","1",NA,NA,NA,-1
"1483",42554,"2020-03-09","0",1483,5782,8338,-1
"1484",42554,"2020-03-10","0",9205,1649,6588,-0.875
"1485",42554,"2020-03-11","0",13569,3519,3882,-0.75
"1486",42554,"2020-03-12","0",2005,5616,30581,-0.625
"1487",42554,"2020-03-13","0",67,607,1553,-0.5
"1488",42554,"2020-03-14","1",2548,1698,270,0.25
"1489",42554,"2020-03-15","1",9549,1216,NA,1
"1490",42554,"2020-03-16","0",2436,7148,8800,0.6
"1491",42554,"2020-03-17","0",NA,NA,57,0.2
"1492",42554,"2020-03-18","0",NA,NA,1619,-0.2
"1493",42554,"2020-03-19","0",2710,3179,1803,-0.6
"1494",42554,"2020-03-20","0",NA,NA,35,-1
"1495",42554,"2020-03-21","1",307,173,8,-0.8125
"1496",42554,"2020-03-22","1",2176,9971,825,-0.625
"1497",42554,"2020-03-23","0",4954,3917,37,-0.4375
"1498",42554,"2020-03-24","0",NA,NA,NA,-0.25
"1499",42554,"2020-03-25","0",NA,NA,36,0
"1500",42554,"2020-03-26","0",103,3317,2685,0.25
"1501",42554,"2020-03-27","0",2915,1628,349,0.5
"1502",42554,"2020-03-28","1",881,14443,922,0.75
"1503",42554,"2020-03-29","1",NA,NA,NA,1
"1504",42554,"2020-03-30","0",293,988,255,0
"1505",42554,"2020-03-31","0",NA,NA,33,-1
"1506",42554,"2020-04-01","0",200,1748,777,NA
"1507",42554,"2020-04-02","0",2656,1148,2813,NA
"1508",42554,"2020-04-03","0",NA,NA,1,NA
"1509",42554,"2020-04-04","1",126,2572,1230,NA
"1510",42554,"2020-04-05","1",1428,2628,126,NA
"1511",42554,"2020-04-06","0",885,3260,723,NA
"1512",42554,"2020-04-07","0",154,968,615,NA
"1513",42554,"2020-04-08","0",2962,6070,3201,0
"1514",42554,"2020-04-09","0",844,22,3,-1
"1515",42554,"2020-04-10","0",162,2061,2295,-1
"1516",42554,"2020-04-11","1",NA,NA,NA,-1
"1517",42554,"2020-04-13","0",1360,2507,1015,-0.583333333333333
"1518",42554,"2020-04-14","0",8355,9321,936,-0.166666666666667
"1519",42554,"2020-04-15","0",NA,NA,NA,0.25
"1520",42554,"2020-04-16","0",234,489,378,NA
"1521",42554,"2020-04-17","0",3486,17562,1520,NA
"1522",42554,"2020-04-18","1",NA,NA,42,NA
"1523",42554,"2020-04-19","1",361,8268,863,NA
"1524",42554,"2020-04-20","0",4359,2611,348,NA
"1525",42554,"2020-04-21","0",10630,5123,25,NA
"1526",42554,"2020-04-22","0",709,329,NA,NA
"1527",42554,"2020-04-23","0",NA,NA,NA,-1
"1528",42554,"2020-04-24","0",NA,NA,95,NA
"1529",42554,"2020-04-25","1",1432,6337,1455,NA
"1530",42554,"2020-04-26","1",12300,3375,3517,NA
"1531",42959,"2020-02-01",NA,NA,NA,NA,NA
"1532",42959,"2020-02-02",NA,NA,NA,NA,NA
"1533",42959,"2020-02-03","0",NA,NA,NA,-1
"1534",42959,"2020-02-04","0",315,1729,5455,-1
"1535",42959,"2020-02-05","0",181,2496,8805,-1
"1536",42959,"2020-02-06","0",1137,1129,7586,-1
"1537",42959,"2020-02-07","0",665,1365,6359,-1
"1538",42959,"2020-02-08","1",8708,12784,348,-1
"1539",42959,"2020-02-09","1",4946,4445,3606,1
"1540",42959,"2020-02-10","0",5015,3665,5318,0.6
"1541",42959,"2020-02-11","0",1403,966,9413,0.2
"1542",42959,"2020-02-12","0",2483,4016,4324,-0.2
"1543",42959,"2020-02-13","0",603,285,8229,-0.6
"1544",42959,"2020-02-14","0",3689,787,52,-1
"1545",42959,"2020-02-15","1",5866,1861,8764,-1
"1546",42959,"2020-02-16","1",92,636,2,-1
"1547",42959,"2020-02-17","0",2809,2374,13754,-1
"1548",42959,"2020-02-18","0",3818,7599,4235,-0.5
"1549",42959,"2020-02-19","0",1062,870,192,0
"1550",42959,"2020-02-20","0",2273,2546,1004,0
"1551",42959,"2020-02-21","0",2378,2393,13754,0
"1552",42959,"2020-02-22","1",2248,1901,3526,1
"1553",42959,"2020-02-23","1",0,23,25,-1
"1554",42959,"2020-02-24","0",NA,NA,NA,-1
"1555",42959,"2020-02-25","0",1304,181,637,-1
"1556",42959,"2020-02-26","0",1992,7206,4417,-1
"1557",42959,"2020-02-27","0",NA,NA,0,-1
"1558",42959,"2020-02-28","0",3185,1849,15,0.5
"1559",42959,"2020-02-29","1",238,1483,784,-0.25
"1560",42959,"2020-03-01","1",178,96,8,-1
"1561",42959,"2020-03-02","0",12022,8834,3521,1
"1562",42959,"2020-03-03","0",2875,5886,5396,0
"1563",42959,"2020-03-04","0",882,48,1620,0.333333333333333
"1564",42959,"2020-03-05","0",991,624,2098,0.666666666666667
"1565",42959,"2020-03-06","0",4356,2780,3758,1
"1566",42959,"2020-03-07","1",1821,923,2955,-1
"1567",42959,"2020-03-08","1",NA,NA,4145,-1
"1568",42959,"2020-03-09","0",2160,7,8312,-1
"1569",42959,"2020-03-10","0",643,997,4561,-1
"1570",42959,"2020-03-11","0",2126,5922,2454,-1
"1571",42959,"2020-03-12","0",3895,2079,3353,-1
"1572",42959,"2020-03-13","0",2747,3225,13066,-1
"1573",42959,"2020-03-14","1",NA,NA,203,-1
"1574",42959,"2020-03-15","1",939,6802,7219,-1
"1575",42959,"2020-03-16","0",NA,NA,238,-1
"1576",42959,"2020-03-17","0",4720,7997,2633,-1
"1577",42959,"2020-03-18","0",2017,8436,4879,-1
"1578",42959,"2020-03-19","0",151,8499,3360,-1
"1579",42959,"2020-03-20","0",677,144,23,-1
"1580",42959,"2020-03-21","1",NA,NA,760,-1
"1581",42959,"2020-03-22","1",542,2880,73,-1
"1582",42959,"2020-03-23","0",152,968,601,-1
"1583",42959,"2020-03-24","0",22326,6961,1588,-1
"1584",42959,"2020-03-25","0",345,2752,142,-1
"1585",42959,"2020-03-26","0",1966,28394,331,-1
"1586",42959,"2020-03-27","0",308,1743,NA,-1
"1587",42959,"2020-03-28","1",NA,NA,504,-1
"1588",42959,"2020-03-29","1",NA,NA,8,-0.666666666666667
"1589",42959,"2020-03-30","0",11253,11400,1404,-0.333333333333333
"1590",42959,"2020-03-31","0",NA,NA,NA,0
"1591",42959,"2020-04-01","0",6207,9524,8623,1
"1592",42959,"2020-04-02","0",NA,NA,5035,NA
"1593",42959,"2020-04-03","0",NA,NA,0,NA
"1594",42959,"2020-04-04","1",NA,NA,NA,NA
"1595",42959,"2020-04-05","1",NA,NA,5416,NA
"1596",42959,"2020-04-06","0",3603,2749,288,NA
"1597",42959,"2020-04-07","0",19023,2914,226,NA
"1598",42959,"2020-04-08","0",NA,NA,NA,-1
"1599",42959,"2020-04-09","0",NA,NA,NA,-1
"1600",42959,"2020-04-10","0",35,2047,1912,NA
"1601",42959,"2020-04-11",NA,NA,NA,NA,NA
"1602",42959,"2020-04-13",NA,NA,NA,NA,NA
"1603",42959,"2020-04-14",NA,NA,NA,NA,NA
"1604",42959,"2020-04-15",NA,4931,7291,NA,NA
"1605",42959,"2020-04-16",NA,NA,NA,NA,NA
"1606",42959,"2020-04-17",NA,NA,NA,NA,NA
"1607",42959,"2020-04-18",NA,NA,NA,NA,NA
"1608",42959,"2020-04-19",NA,NA,NA,NA,NA
"1609",42959,"2020-04-20",NA,2,23,NA,NA
"1610",42959,"2020-04-21",NA,NA,NA,NA,NA
"1611",42959,"2020-04-22",NA,NA,NA,NA,NA
"1612",42959,"2020-04-23",NA,NA,NA,NA,NA
"1613",42959,"2020-04-24",NA,NA,NA,NA,NA
"1614",42959,"2020-04-25",NA,NA,NA,NA,NA
"1615",42959,"2020-04-26",NA,NA,NA,NA,NA
"1616",44834,"2020-02-01",NA,NA,NA,NA,NA
"1617",44834,"2020-02-02",NA,NA,NA,NA,NA
"1618",44834,"2020-02-03",NA,NA,NA,NA,NA
"1619",44834,"2020-02-04",NA,NA,NA,NA,NA
"1620",44834,"2020-02-05",NA,NA,NA,NA,NA
"1621",44834,"2020-02-06",NA,NA,NA,NA,NA
"1622",44834,"2020-02-07",NA,NA,NA,NA,NA
"1623",44834,"2020-02-08",NA,NA,NA,NA,NA
"1624",44834,"2020-02-09",NA,NA,NA,NA,NA
"1625",44834,"2020-02-10",NA,NA,NA,NA,NA
"1626",44834,"2020-02-11",NA,NA,NA,NA,NA
"1627",44834,"2020-02-12",NA,NA,NA,NA,NA
"1628",44834,"2020-02-13",NA,NA,NA,NA,NA
"1629",44834,"2020-02-14",NA,NA,NA,NA,NA
"1630",44834,"2020-02-15",NA,NA,NA,NA,NA
"1631",44834,"2020-02-16",NA,NA,NA,NA,NA
"1632",44834,"2020-02-17",NA,NA,NA,NA,NA
"1633",44834,"2020-02-18",NA,NA,NA,NA,NA
"1634",44834,"2020-02-19",NA,NA,NA,NA,NA
"1635",44834,"2020-02-20",NA,NA,NA,NA,NA
"1636",44834,"2020-02-21",NA,NA,NA,NA,NA
"1637",44834,"2020-02-22",NA,NA,NA,NA,NA
"1638",44834,"2020-02-23",NA,NA,NA,NA,NA
"1639",44834,"2020-02-24",NA,1139,4801,NA,NA
"1640",44834,"2020-02-25",NA,NA,NA,NA,NA
"1641",44834,"2020-02-26",NA,NA,NA,NA,NA
"1642",44834,"2020-02-27",NA,NA,NA,NA,NA
"1643",44834,"2020-02-28",NA,NA,NA,NA,NA
"1644",44834,"2020-02-29",NA,NA,NA,NA,NA
"1645",44834,"2020-03-01",NA,NA,NA,NA,NA
"1646",44834,"2020-03-02",NA,NA,NA,NA,NA
"1647",44834,"2020-03-03",NA,NA,NA,NA,NA
"1648",44834,"2020-03-04",NA,NA,NA,NA,NA
"1649",44834,"2020-03-05","0",14307,2329,3536,-1
"1650",44834,"2020-03-06","0",1847,13059,6841,-0.666666666666667
"1651",44834,"2020-03-07","1",1492,562,5002,-0.333333333333333
"1652",44834,"2020-03-08","1",871,1538,966,0
"1653",44834,"2020-03-09","0",12451,7674,1210,-1
"1654",44834,"2020-03-10","0",1581,65,8353,-0.533333333333333
"1655",44834,"2020-03-11","0",8715,17638,2383,-0.0666666666666668
"1656",44834,"2020-03-12","0",4446,4953,9434,0.4
"1657",44834,"2020-03-13","0",NA,NA,NA,0.5
"1658",44834,"2020-03-14","1",18420,2913,269,-0.25
"1659",44834,"2020-03-15","1",1403,1127,148,-1
"1660",44834,"2020-03-16","0",NA,NA,844,0
"1661",44834,"2020-03-17","0",960,464,0,1
"1662",44834,"2020-03-18","0",NA,NA,1029,-1
"1663",44834,"2020-03-19","0",1008,317,0,-1
"1664",44834,"2020-03-20","0",NA,NA,NA,-1
"1665",44834,"2020-03-21","1",4388,198,22,-1
"1666",44834,"2020-03-22","1",1379,2625,0,-0.625
"1667",44834,"2020-03-23","0",1882,3244,650,-0.25
"1668",44834,"2020-03-24","0",384,2552,2930,0.125
"1669",44834,"2020-03-25","0",NA,NA,NA,0.5
"1670",44834,"2020-03-26","0",NA,NA,88,0.333333333333333
"1671",44834,"2020-03-27","0",NA,NA,1370,0.166666666666667
"1672",44834,"2020-03-28","1",NA,NA,25,0
"1673",44834,"2020-03-29","1",NA,NA,83,-0.5
"1674",44834,"2020-03-30","0",NA,NA,NA,-1
"1675",44834,"2020-03-31","0",NA,NA,3763,NA
"1676",44834,"2020-04-01","0",3736,4393,5789,NA
"1677",44834,"2020-04-02","0",737,4276,727,NA
"1678",44834,"2020-04-03","0",1545,9129,6053,NA
"1679",44834,"2020-04-04","1",677,2856,487,NA
"1680",44834,"2020-04-05","1",212,3470,464,NA
"1681",44834,"2020-04-06","0",2626,3209,160,NA
"1682",44834,"2020-04-07","0",NA,NA,0,-1
"1683",44834,"2020-04-08","0",NA,NA,2085,1
"1684",44834,"2020-04-09","0",NA,NA,2042,0
"1685",44834,"2020-04-10","0",219,1970,894,NA
"1686",44834,"2020-04-11","1",3187,6326,807,NA
"1687",44834,"2020-04-13","0",788,200,249,NA
"1688",44834,"2020-04-14","0",NA,NA,195,NA
"1689",44834,"2020-04-15","0",7713,3258,10,NA
"1690",44834,"2020-04-16","0",2217,2187,438,NA
"1691",44834,"2020-04-17","0",2548,1705,290,NA
"1692",44834,"2020-04-18","1",NA,NA,34,-1
"1693",44834,"2020-04-19","1",NA,NA,184,-1
"1694",44834,"2020-04-20","0",NA,NA,2,-0.5
"1695",44834,"2020-04-21","0",573,3997,3959,0
"1696",44834,"2020-04-22","0",NA,NA,275,0.416666666666667
"1697",44834,"2020-04-23","0",NA,NA,NA,0.833333333333333
