"","user","date.new","date.is_weekend","nonsocial_usage","social_usage","steps_total"
"4246","45941","2020-04-22",NA,NA,NA,NA
"4247","45941","2020-04-23",NA,NA,NA,NA
"4248","45941","2020-04-24",NA,NA,NA,NA
"4249","45941","2020-04-25",NA,NA,NA,NA
"4250","45941","2020-04-26",NA,NA,NA,NA
"4251","46006","2020-02-01","1",NA,NA,NA
"4252","46006","2020-02-02","1",1226,2660,20929
"4253","46006","2020-02-03","0",13255,8253,3355
"4254","46006","2020-02-04","0",4085,407,4525
"4255","46006","2020-02-05","0",1904,2133,2901
"4256","46006","2020-02-06","0",4324,3334,9318
"4257","46006","2020-02-07","0",818,2276,2412
"4258","46006","2020-02-08","1",NA,NA,536
"4259","46006","2020-02-09","1",1100,2635,14533
"4260","46006","2020-02-10","0",1913,4939,NA
"4261","46006","2020-02-11","0",13477,6491,11667
"4262","46006","2020-02-12","0",3246,5400,7404
"4263","46006","2020-02-13","0",NA,NA,NA
"4264","46006","2020-02-14","0",1226,3029,20709
"4265","46006","2020-02-15","1",NA,NA,NA
"4266","46006","2020-02-16","1",498,602,1134
"4267","46006","2020-02-17","0",1293,266,5061
"4268","46006","2020-02-18","0",NA,NA,11089
"4269","46006","2020-02-19","0",25648,2482,8
"4270","46006","2020-02-20","0",NA,NA,6607
"4271","46006","2020-02-21","0",1850,979,6557
"4272","46006","2020-02-22","1",120,1669,0
"4273","46006","2020-02-23","1",4508,97,1353
"4274","46006","2020-02-24","0",157,789,3205
"4275","46006","2020-02-25","0",2410,2831,2713
"4276","46006","2020-02-26","0",386,300,NA
"4277","46006","2020-02-27","0",NA,NA,NA
"4278","46006","2020-02-28","0",665,1208,9315
"4279","46006","2020-02-29","1",1944,1375,5403
"4280","46006","2020-03-01","1",1293,977,NA
"4281","46006","2020-03-02","0",2671,7284,3915
"4282","46006","2020-03-03","0",903,1019,3172
"4283","46006","2020-03-04","0",NA,NA,NA
"4284","46006","2020-03-05","0",6080,3841,5061
"4285","46006","2020-03-06","0",1980,3888,3921
"4286","46006","2020-03-07","1",776,1729,5313
"4287","46006","2020-03-08","1",1233,7698,5331
"4288","46006","2020-03-09","0",70,866,NA
"4289","46006","2020-03-10","0",488,2408,25105
"4290","46006","2020-03-11","0",5181,8,1429
"4291","46006","2020-03-12","0",7245,1295,854
"4292","46006","2020-03-13","0",785,1237,5820
"4293","46006","2020-03-14","1",NA,NA,NA
"4294","46006","2020-03-15","1",2260,12376,1054
"4295","46006","2020-03-16","0",671,2531,0
"4296","46006","2020-03-17","0",1608,1088,1059
"4297","46006","2020-03-18","0",721,3061,1482
"4298","46006","2020-03-19","0",5030,2473,2093
"4299","46006","2020-03-20","0",1029,16097,0
"4300","46006","2020-03-21","1",934,1138,412
"4301","46006","2020-03-22","1",2137,2913,270
"4302","46006","2020-03-23","0",NA,NA,1672
"4303","46006","2020-03-24","0",534,1483,2287
"4304","46006","2020-03-25","0",458,4916,NA
"4305","46006","2020-03-26","0",95,663,NA
"4306","46006","2020-03-27","0",726,3701,3079
"4307","46006","2020-03-28","1",1311,2088,346
"4308","46006","2020-03-29","1",1202,482,16
"4309","46006","2020-03-30","0",125,2220,212
"4310","46006","2020-03-31","0",NA,NA,2916
"4311","46006","2020-04-01","0",929,8474,829
"4312","46006","2020-04-02","0",293,1251,648
"4313","46006","2020-04-03","0",3034,6328,907
"4314","46006","2020-04-04","1",3561,10868,NA
"4315","46006","2020-04-05","1",284,4702,666
"4316","46006","2020-04-06","0",1314,11292,134
"4317","46006","2020-04-07","0",NA,NA,420
"4318","46006","2020-04-08","0",6114,12007,3114
"4319","46006","2020-04-09","0",6357,5591,2073
"4320","46006","2020-04-10","0",379,2251,8623
"4321","46006","2020-04-11","1",372,2105,998
"4322","46006","2020-04-13","0",4639,11360,1238
"4323","46006","2020-04-14","0",1815,1088,1063
"4324","46006","2020-04-15","0",576,4869,63
"4325","46006","2020-04-16","0",5775,1157,319
"4326","46006","2020-04-17","0",1185,1498,829
"4327","46006","2020-04-18","1",2635,558,12
"4328","46006","2020-04-19","1",NA,NA,NA
"4329","46006","2020-04-20","0",4398,2618,0
"4330","46006","2020-04-21","0",3876,6652,36
"4331","46006","2020-04-22",NA,NA,NA,NA
"4332","46006","2020-04-23",NA,NA,NA,NA
"4333","46006","2020-04-24",NA,NA,NA,NA
"4334","46006","2020-04-25",NA,NA,NA,NA
"4335","46006","2020-04-26",NA,NA,NA,NA
"4336","46013","2020-02-01","1",3914,5734,5183
"4337","46013","2020-02-02","1",NA,NA,85
"4338","46013","2020-02-03","0",15052,2370,96
"4339","46013","2020-02-04","0",1928,6525,0
"4340","46013","2020-02-05","0",10439,1738,344
"4341","46013","2020-02-06","0",3328,914,8229
"4342","46013","2020-02-07","0",425,1423,653
"4343","46013","2020-02-08","1",127,489,NA
"4344","46013","2020-02-09","1",136,12466,6
"4345","46013","2020-02-10","0",539,2957,743
"4346","46013","2020-02-11","0",4096,925,0
"4347","46013","2020-02-12","0",NA,NA,3983
"4348","46013","2020-02-13","0",NA,NA,4016
"4349","46013","2020-02-14","0",2763,1417,6341
"4350","46013","2020-02-15","1",6981,5464,4050
"4351","46013","2020-02-16","1",527,975,2035
"4352","46013","2020-02-17","0",3617,12346,7493
"4353","46013","2020-02-18","0",1603,278,517
"4354","46013","2020-02-19","0",3759,10919,NA
"4355","46013","2020-02-20","0",8741,1578,1127
"4356","46013","2020-02-21","0",3246,5113,6264
"4357","46013","2020-02-22","1",1935,2479,4872
"4358","46013","2020-02-23","1",481,1567,NA
"4359","46013","2020-02-24","0",5379,2142,4202
"4360","46013","2020-02-25","0",431,2286,5295
"4361","46013","2020-02-26","0",1311,1567,5547
"4362","46013","2020-02-27","0",2000,5886,5485
"4363","46013","2020-02-28","0",1237,2329,2650
"4364","46013","2020-02-29","1",288,2871,5654
"4365","46013","2020-03-01","1",588,1449,3952
"4366","46013","2020-03-02","0",209,189,3974
"4367","46013","2020-03-03","0",1609,510,1
"4368","46013","2020-03-04","0",18081,1649,NA
"4369","46013","2020-03-05","0",NA,NA,5016
"4370","46013","2020-03-06","0",1666,2324,NA
"4371","46013","2020-03-07","1",NA,NA,NA
"4372","46013","2020-03-08","1",121,272,0
"4373","46013","2020-03-09","0",567,15909,2183
"4374","46013","2020-03-10","0",1516,3233,15988
"4375","46013","2020-03-11","0",2653,2470,5005
"4376","46013","2020-03-12",NA,NA,NA,NA
"4377","46013","2020-03-13",NA,NA,NA,NA
"4378","46013","2020-03-14",NA,NA,NA,NA
"4379","46013","2020-03-15",NA,NA,NA,NA
"4380","46013","2020-03-16","0",2017,5513,662
"4381","46013","2020-03-17",NA,NA,NA,NA
"4382","46013","2020-03-18",NA,NA,NA,NA
"4383","46013","2020-03-19",NA,NA,NA,NA
"4384","46013","2020-03-20",NA,NA,NA,NA
"4385","46013","2020-03-21",NA,NA,NA,NA
"4386","46013","2020-03-22",NA,NA,NA,NA
"4387","46013","2020-03-23",NA,NA,NA,NA
"4388","46013","2020-03-24",NA,NA,NA,NA
"4389","46013","2020-03-25",NA,NA,NA,NA
"4390","46013","2020-03-26",NA,NA,NA,NA
"4391","46013","2020-03-27",NA,NA,NA,NA
"4392","46013","2020-03-28",NA,NA,NA,NA
"4393","46013","2020-03-29",NA,NA,NA,NA
"4394","46013","2020-03-30","0",867,3398,4079
"4395","46013","2020-03-31","0",119,2331,413
"4396","46013","2020-04-01","0",663,3678,1
"4397","46013","2020-04-02","0",4050,3769,8077
"4398","46013","2020-04-03","0",1206,10950,985
"4399","46013","2020-04-04","1",NA,NA,14
"4400","46013","2020-04-05","1",76,272,842
"4401","46013","2020-04-06","0",330,21,NA
"4402","46013","2020-04-07",NA,NA,NA,NA
"4403","46013","2020-04-08",NA,NA,NA,NA
"4404","46013","2020-04-09",NA,NA,NA,NA
"4405","46013","2020-04-10",NA,NA,NA,NA
"4406","46013","2020-04-11",NA,NA,NA,NA
"4407","46013","2020-04-13","0",NA,NA,280
"4408","46013","2020-04-14","0",NA,NA,3959
"4409","46013","2020-04-15","0",NA,NA,61
"4410","46013","2020-04-16","0",368,2941,310
"4411","46013","2020-04-17","0",10137,22439,183
"4412","46013","2020-04-18","1",954,4923,1254
"4413","46013","2020-04-19","1",1889,1039,1216
"4414","46013","2020-04-20","0",189,4500,1010
"4415","46013","2020-04-21","0",NA,NA,NA
"4416","46013","2020-04-22","0",289,2900,563
"4417","46013","2020-04-23","0",169,1066,1096
"4418","46013","2020-04-24","0",2539,4562,62
"4419","46013","2020-04-25","1",718,1738,481
"4420","46013","2020-04-26","1",3,3031,2351
"4421","46876","2020-02-01","1",960,944,8
"4422","46876","2020-02-02","1",580,84,2135
"4423","46876","2020-02-03","0",NA,NA,NA
"4424","46876","2020-02-04","0",2689,5433,5348
"4425","46876","2020-02-05","0",986,6483,NA
"4426","46876","2020-02-06","0",3327,2138,5104
"4427","46876","2020-02-07","0",5264,5455,282
"4428","46876","2020-02-08","1",2315,2422,13586
"4429","46876","2020-02-09","1",2199,4126,9053
"4430","46876","2020-02-10","0",NA,NA,9231
"4431","46876","2020-02-11","0",NA,NA,590
"4432","46876","2020-02-12","0",737,502,3320
"4433","46876","2020-02-13","0",1075,3722,3227
"4434","46876","2020-02-14",NA,NA,NA,NA
"4435","46876","2020-02-15","1",NA,NA,2613
"4436","46876","2020-02-16","1",3718,1317,590
"4437","46876","2020-02-17","0",2172,5878,10972
"4438","46876","2020-02-18","0",1307,2351,3849
"4439","46876","2020-02-19","0",3504,5151,7867
"4440","46876","2020-02-20","0",3096,2072,7295
"4441","46876","2020-02-21","0",7214,2496,8595
"4442","46876","2020-02-22","1",20857,4667,319
"4443","46876","2020-02-23","1",500,5776,989
"4444","46876","2020-02-24","0",535,2620,0
"4445","46876","2020-02-25","0",10785,2353,0
"4446","46876","2020-02-26","0",3299,17198,845
"4447","46876","2020-02-27","0",NA,NA,1340
"4448","46876","2020-02-28","0",529,4557,55
"4449","46876","2020-02-29","1",5228,4364,9738
"4450","46876","2020-03-01","1",3614,5425,0
"4451","46876","2020-03-02","0",763,1123,13855
"4452","46876","2020-03-03","0",1062,427,NA
"4453","46876","2020-03-04","0",11792,7513,10821
"4454","46876","2020-03-05","0",4255,6473,8582
"4455","46876","2020-03-06","0",3483,6954,6053
"4456","46876","2020-03-07","1",10711,4656,3185
"4457","46876","2020-03-08","1",3161,6075,5131
"4458","46876","2020-03-09","0",112,1344,4771
"4459","46876","2020-03-10","0",NA,NA,4916
"4460","46876","2020-03-11","0",9021,2466,7108
"4461","46876","2020-03-12","0",2200,556,4996
"4462","46876","2020-03-13","0",4245,448,40
"4463","46876","2020-03-14","1",1906,4714,9650
"4464","46876","2020-03-15","1",640,2892,160
"4465","46876","2020-03-16","0",1180,4360,987
"4466","46876","2020-03-17","0",4,382,2219
"4467","46876","2020-03-18","0",920,3109,0
"4468","46876","2020-03-19","0",1195,614,315
"4469","46876","2020-03-20","0",NA,NA,828
"4470","46876","2020-03-21","1",87,710,497
"4471","46876","2020-03-22","1",318,1724,0
"4472","46876","2020-03-23","0",NA,NA,504
"4473","46876","2020-03-24","0",11100,1877,371
"4474","46876","2020-03-25","0",131,670,1031
"4475","46876","2020-03-26","0",223,569,NA
"4476","46876","2020-03-27","0",2251,1005,NA
"4477","46876","2020-03-28","1",682,1207,8120
"4478","46876","2020-03-29","1",NA,NA,NA
"4479","46876","2020-03-30","0",NA,NA,NA
"4480","46876","2020-03-31","0",2199,527,3228
"4481","46876","2020-04-01","0",NA,NA,120
"4482","46876","2020-04-02","0",776,242,5587
"4483","46876","2020-04-03","0",445,3068,3027
"4484","46876","2020-04-04","1",1231,2930,2534
"4485","46876","2020-04-05","1",3643,3238,122
"4486","46876","2020-04-06","0",1021,4930,592
"4487","46876","2020-04-07","0",1773,464,NA
"4488","46876","2020-04-08","0",234,3584,349
"4489","46876","2020-04-09","0",1888,1908,5484
"4490","46876","2020-04-10","0",4716,348,3823
"4491","46876","2020-04-11","1",3067,2973,NA
"4492","46876","2020-04-13","0",16705,2836,0
"4493","46876","2020-04-14","0",1549,12885,727
"4494","46876","2020-04-15","0",NA,NA,NA
"4495","46876","2020-04-16","0",2340,13666,20
"4496","46876","2020-04-17","0",1631,2446,228
"4497","46876","2020-04-18","1",NA,NA,82
"4498","46876","2020-04-19","1",41,2019,NA
"4499","46876","2020-04-20","0",1023,3306,6624
"4500","46876","2020-04-21","0",7214,1685,8303
"4501","46876","2020-04-22","0",47,12,68
"4502","46876","2020-04-23","0",459,3838,4449
"4503","46876","2020-04-24","0",960,6995,125
"4504","46876","2020-04-25","1",NA,NA,NA
"4505","46876","2020-04-26","1",32741,4485,1254
"4506","47095","2020-02-01","1",136,158,3112
"4507","47095","2020-02-02","1",4326,12407,5287
"4508","47095","2020-02-03","0",1214,7299,7835
"4509","47095","2020-02-04","0",NA,NA,NA
"4510","47095","2020-02-05","0",1329,338,4136
"4511","47095","2020-02-06","0",37721,1165,1608
"4512","47095","2020-02-07","0",58,1582,21
"4513","47095","2020-02-08","1",NA,NA,2035
"4514","47095","2020-02-09","1",1682,7862,6543
"4515","47095","2020-02-10","0",846,85,1786
"4516","47095","2020-02-11","0",1164,1431,1593
"4517","47095","2020-02-12","0",NA,NA,NA
"4518","47095","2020-02-13","0",NA,NA,NA
"4519","47095","2020-02-14","0",NA,NA,NA
"4520","47095","2020-02-15","1",434,1425,122
"4521","47095","2020-02-16","1",NA,NA,NA
"4522","47095","2020-02-17","0",31624,9196,3073
"4523","47095","2020-02-18","0",2944,7845,2202
"4524","47095","2020-02-19","0",5929,8962,13177
"4525","47095","2020-02-20","0",737,2798,1603
"4526","47095","2020-02-21","0",1317,4794,2650
"4527","47095","2020-02-22","1",5485,2503,150
"4528","47095","2020-02-23","1",192,1100,6263
"4529","47095","2020-02-24","0",1737,291,4073
"4530","47095","2020-02-25","0",726,1285,16766
"4531","47095","2020-02-26","0",4139,3278,6155
"4532","47095","2020-02-27","0",2910,3685,17743
"4533","47095","2020-02-28","0",4813,4462,NA
"4534","47095","2020-02-29","1",NA,NA,NA
"4535","47095","2020-03-01","1",626,279,14937
"4536","47095","2020-03-02","0",2967,1201,264
"4537","47095","2020-03-03","0",1887,10797,5585
"4538","47095","2020-03-04","0",314,4340,5867
"4539","47095","2020-03-05","0",195,249,4000
"4540","47095","2020-03-06","0",NA,NA,NA
"4541","47095","2020-03-07","1",NA,NA,8116
"4542","47095","2020-03-08","1",13290,18646,9602
"4543","47095","2020-03-09","0",630,2813,NA
"4544","47095","2020-03-10","0",2656,16312,39
"4545","47095","2020-03-11","0",0,1414,0
"4546","47095","2020-03-12","0",2448,7878,12841
"4547","47095","2020-03-13","0",7140,988,6469
"4548","47095","2020-03-14","1",223,1875,0
"4549","47095","2020-03-15","1",365,1762,NA
"4550","47095","2020-03-16","0",NA,NA,97
"4551","47095","2020-03-17","0",NA,NA,NA
"4552","47095","2020-03-18","0",1151,3181,178
"4553","47095","2020-03-19","0",NA,NA,1793
"4554","47095","2020-03-20","0",3281,3688,126
"4555","47095","2020-03-21","1",257,383,10082
"4556","47095","2020-03-22","1",713,3079,922
"4557","47095","2020-03-23","0",NA,NA,NA
"4558","47095","2020-03-24","0",4639,11478,1719
"4559","47095","2020-03-25","0",1391,1268,68
"4560","47095","2020-03-26","0",49,2066,1238
"4561","47095","2020-03-27","0",267,472,NA
"4562","47095","2020-03-28","1",5030,2471,1607
"4563","47095","2020-03-29","1",191,2374,339
"4564","47095","2020-03-30","0",NA,NA,1096
"4565","47095","2020-03-31","0",4615,4415,161
"4566","47095","2020-04-01","0",197,935,NA
"4567","47095","2020-04-02",NA,NA,NA,NA
"4568","47095","2020-04-03",NA,NA,NA,NA
"4569","47095","2020-04-04",NA,NA,NA,NA
"4570","47095","2020-04-05",NA,NA,NA,NA
"4571","47095","2020-04-06",NA,NA,NA,NA
"4572","47095","2020-04-07",NA,NA,NA,NA
"4573","47095","2020-04-08",NA,NA,NA,NA
"4574","47095","2020-04-09",NA,NA,NA,NA
"4575","47095","2020-04-10",NA,NA,NA,NA
"4576","47095","2020-04-11",NA,NA,NA,NA
"4577","47095","2020-04-13","0",143,470,0
"4578","47095","2020-04-14","0",NA,NA,1036
"4579","47095","2020-04-15",NA,NA,NA,NA
"4580","47095","2020-04-16",NA,NA,NA,NA
"4581","47095","2020-04-17",NA,NA,NA,NA
"4582","47095","2020-04-18",NA,NA,NA,NA
"4583","47095","2020-04-19",NA,NA,NA,NA
"4584","47095","2020-04-20",NA,NA,NA,NA
"4585","47095","2020-04-21",NA,NA,NA,NA
"4586","47095","2020-04-22",NA,NA,NA,NA
"4587","47095","2020-04-23",NA,NA,NA,NA
"4588","47095","2020-04-24",NA,NA,NA,NA
"4589","47095","2020-04-25",NA,NA,NA,NA
"4590","47095","2020-04-26",NA,NA,NA,NA
"4591","47494","2020-02-01","1",3689,745,108
"4592","47494","2020-02-02","1",7925,8834,3736
"4593","47494","2020-02-03","0",1938,2134,7171
"4594","47494","2020-02-04","0",998,1,0
"4595","47494","2020-02-05","0",440,133,299
"4596","47494","2020-02-06","0",11366,6940,43
"4597","47494","2020-02-07","0",3656,6136,6276
"4598","47494","2020-02-08","1",442,4540,4474
"4599","47494","2020-02-09","1",3411,7228,235
"4600","47494","2020-02-10","0",108,3319,0
"4601","47494","2020-02-11","0",978,4554,100
"4602","47494","2020-02-12","0",8871,10919,NA
"4603","47494","2020-02-13","0",5327,670,13367
"4604","47494","2020-02-14","0",566,4343,11697
"4605","47494","2020-02-15","1",576,4160,12
"4606","47494","2020-02-16","1",6389,6033,107
"4607","47494","2020-02-17","0",989,527,NA
"4608","47494","2020-02-18","0",1203,4192,105
"4609","47494","2020-02-19","0",NA,NA,10691
"4610","47494","2020-02-20","0",NA,NA,NA
"4611","47494","2020-02-21","0",3295,4601,NA
"4612","47494","2020-02-22","1",713,37,9250
"4613","47494","2020-02-23","1",1297,4256,6941
"4614","47494","2020-02-24","0",2946,2668,3546
"4615","47494","2020-02-25","0",959,2984,NA
"4616","47494","2020-02-26","0",5,5390,1067
"4617","47494","2020-02-27","0",2551,15322,5565
"4618","47494","2020-02-28","0",2960,5923,9366
"4619","47494","2020-02-29","1",2445,1344,3266
"4620","47494","2020-03-01","1",2620,402,235
"4621","47494","2020-03-02","0",7218,4579,3227
"4622","47494","2020-03-03","0",NA,NA,2891
"4623","47494","2020-03-04","0",3851,6042,748
"4624","47494","2020-03-05","0",2323,3739,13072
"4625","47494","2020-03-06","0",3532,4064,NA
"4626","47494","2020-03-07","1",14,81,NA
"4627","47494","2020-03-08","1",957,3174,8290
"4628","47494","2020-03-09","0",6023,1365,6287
"4629","47494","2020-03-10","0",1781,3846,4
"4630","47494","2020-03-11","0",3226,1612,3411
"4631","47494","2020-03-12","0",901,2224,7996
"4632","47494","2020-03-13","0",685,3033,15725
"4633","47494","2020-03-14","1",2190,5016,1916
"4634","47494","2020-03-15","1",3750,6111,2741
"4635","47494","2020-03-16","0",14403,2922,1665
"4636","47494","2020-03-17","0",0,198,20
"4637","47494","2020-03-18","0",6707,5543,6
"4638","47494","2020-03-19","0",33988,6110,495
"4639","47494","2020-03-20",NA,NA,NA,NA
"4640","47494","2020-03-21","1",5197,4556,25
"4641","47494","2020-03-22","1",709,2729,NA
"4642","47494","2020-03-23","0",NA,NA,57
"4643","47494","2020-03-24","0",1470,3796,0
"4644","47494","2020-03-25","0",5295,538,12
"4645","47494","2020-03-26",NA,NA,NA,NA
"4646","47494","2020-03-27",NA,NA,NA,NA
"4647","47494","2020-03-28",NA,NA,NA,NA
"4648","47494","2020-03-29",NA,NA,NA,NA
"4649","47494","2020-03-30",NA,NA,NA,NA
"4650","47494","2020-03-31","0",6310,2493,455
"4651","47494","2020-04-01","0",NA,NA,NA
"4652","47494","2020-04-02","0",4050,3111,2248
"4653","47494","2020-04-03","0",1036,13750,2375
"4654","47494","2020-04-04","1",NA,NA,NA
"4655","47494","2020-04-05","1",9067,1532,191
"4656","47494","2020-04-06","0",NA,NA,NA
"4657","47494","2020-04-07","0",NA,NA,48
"4658","47494","2020-04-08","0",896,5304,1781
"4659","47494","2020-04-09","0",NA,NA,NA
"4660","47494","2020-04-10","0",2087,1618,NA
"4661","47494","2020-04-11","1",740,4598,975
"4662","47494","2020-04-13","0",66,524,NA
"4663","47494","2020-04-14","0",148,70,714
"4664","47494","2020-04-15","0",1786,426,2
"4665","47494","2020-04-16","0",2296,9396,1445
"4666","47494","2020-04-17","0",89,444,NA
"4667","47494","2020-04-18","1",11588,10580,3569
"4668","47494","2020-04-19","1",1385,5390,1925
"4669","47494","2020-04-20","0",NA,NA,536
"4670","47494","2020-04-21","0",354,6035,40
"4671","47494","2020-04-22",NA,NA,NA,NA
"4672","47494","2020-04-23","0",NA,NA,18
"4673","47494","2020-04-24","0",NA,NA,6101
"4674","47494","2020-04-25","1",NA,NA,NA
"4675","47494","2020-04-26","1",2292,3802,110
"4676","47586","2020-02-01",NA,NA,NA,NA
"4677","47586","2020-02-02",NA,NA,NA,NA
"4678","47586","2020-02-03",NA,NA,NA,NA
"4679","47586","2020-02-04",NA,NA,NA,NA
"4680","47586","2020-02-05",NA,NA,NA,NA
"4681","47586","2020-02-06","0",161,2374,12915
"4682","47586","2020-02-07","0",NA,NA,12676
"4683","47586","2020-02-08","1",655,200,5017
"4684","47586","2020-02-09","1",2589,274,2153
"4685","47586","2020-02-10","0",2962,2578,8039
"4686","47586","2020-02-11","0",1811,1053,NA
"4687","47586","2020-02-12","0",7915,4025,28
"4688","47586","2020-02-13","0",3656,4082,5567
"4689","47586","2020-02-14","0",234,3367,17
"4690","47586","2020-02-15","1",1657,3670,NA
"4691","47586","2020-02-16","1",NA,NA,NA
"4692","47586","2020-02-17","0",0,216,1059
"4693","47586","2020-02-18","0",NA,NA,5212
"4694","47586","2020-02-19","0",NA,NA,NA
"4695","47586","2020-02-20","0",1125,757,4073
"4696","47586","2020-02-21","0",3179,4830,3884
"4697","47586","2020-02-22","1",1658,1640,NA
"4698","47586","2020-02-23","1",2633,1365,294
"4699","47586","2020-02-24","0",127,1928,4698
"4700","47586","2020-02-25","0",4020,2882,NA
"4701","47586","2020-02-26","0",3063,2161,0
"4702","47586","2020-02-27","0",1294,3518,NA
"4703","47586","2020-02-28","0",63,478,6510
"4704","47586","2020-02-29","1",1914,3936,265
"4705","47586","2020-03-01","1",NA,NA,915
"4706","47586","2020-03-02","0",932,5538,8413
"4707","47586","2020-03-03","0",256,2841,0
"4708","47586","2020-03-04","0",NA,NA,NA
"4709","47586","2020-03-05","0",2188,3336,6774
"4710","47586","2020-03-06","0",1297,1909,6588
"4711","47586","2020-03-07","1",2422,279,NA
"4712","47586","2020-03-08","1",1679,2694,6576
"4713","47586","2020-03-09","0",3412,8677,3867
"4714","47586","2020-03-10","0",1772,7824,7945
"4715","47586","2020-03-11","0",1142,2701,8532
"4716","47586","2020-03-12","0",NA,NA,NA
"4717","47586","2020-03-13","0",1651,9812,359
"4718","47586","2020-03-14","1",5001,1692,609
"4719","47586","2020-03-15","1",5923,5774,NA
"4720","47586","2020-03-16","0",9368,6999,3823
"4721","47586","2020-03-17","0",NA,NA,907
"4722","47586","2020-03-18","0",NA,NA,412
"4723","47586","2020-03-19","0",NA,NA,NA
"4724","47586","2020-03-20","0",2371,1523,725
"4725","47586","2020-03-21","1",230,612,NA
"4726","47586","2020-03-22","1",516,9956,NA
"4727","47586","2020-03-23","0",4646,168,103
"4728","47586","2020-03-24","0",464,2845,2538
"4729","47586","2020-03-25","0",1094,3613,0
"4730","47586","2020-03-26","0",3773,6500,182
"4731","47586","2020-03-27","0",NA,NA,2925
"4732","47586","2020-03-28","1",327,17703,NA
"4733","47586","2020-03-29","1",NA,NA,2314
"4734","47586","2020-03-30","0",1758,4321,0
"4735","47586","2020-03-31","0",61,168,102
"4736","47586","2020-04-01","0",58,949,2
"4737","47586","2020-04-02","0",223,5464,2287
"4738","47586","2020-04-03","0",501,736,476
"4739","47586","2020-04-04","1",5078,10709,1428
"4740","47586","2020-04-05","1",NA,NA,37
"4741","47586","2020-04-06","0",3288,14121,14
"4742","47586","2020-04-07","0",2650,1676,0
"4743","47586","2020-04-08","0",527,10692,33
"4744","47586","2020-04-09","0",1320,5977,3208
"4745","47586","2020-04-10","0",364,40000,16
"4746","47586","2020-04-11","1",198,11,NA
"4747","47586","2020-04-13","0",3770,3365,1708
"4748","47586","2020-04-14","0",2392,8311,14
"4749","47586","2020-04-15","0",2664,13479,NA
"4750","47586","2020-04-16","0",5800,9160,NA
"4751","47586","2020-04-17","0",3291,6592,0
"4752","47586","2020-04-18","1",2959,4455,495
"4753","47586","2020-04-19","1",1192,7360,1304
"4754","47586","2020-04-20","0",2747,9202,1075
"4755","47586","2020-04-21","0",4277,8085,1622
"4756","47586","2020-04-22","0",919,303,158
"4757","47586","2020-04-23","0",1029,15242,NA
"4758","47586","2020-04-24","0",29,710,26
"4759","47586","2020-04-25","1",13479,643,0
"4760","47586","2020-04-26","1",NA,NA,351
"4761","48274","2020-02-01","1",633,135,0
"4762","48274","2020-02-02","1",1005,2055,14194
"4763","48274","2020-02-03","0",6139,159,4481
"4764","48274","2020-02-04","0",49,2751,1300
"4765","48274","2020-02-05","0",23130,2924,NA
"4766","48274","2020-02-06","0",542,897,0
"4767","48274","2020-02-07","0",9235,996,5304
"4768","48274","2020-02-08","1",730,5522,1347
"4769","48274","2020-02-09","1",NA,NA,1997
"4770","48274","2020-02-10","0",NA,NA,3909
"4771","48274","2020-02-11","0",1877,8125,14762
"4772","48274","2020-02-12","0",7954,2137,2623
"4773","48274","2020-02-13","0",455,4365,27
"4774","48274","2020-02-14","0",NA,NA,4800
"4775","48274","2020-02-15","1",1894,3821,4324
"4776","48274","2020-02-16","1",681,853,NA
"4777","48274","2020-02-17","0",720,1544,6018
"4778","48274","2020-02-18","0",1239,4169,5485
"4779","48274","2020-02-19","0",539,2929,657
"4780","48274","2020-02-20","0",785,1796,6044
"4781","48274","2020-02-21","0",3,969,NA
"4782","48274","2020-02-22","1",485,2752,11641
"4783","48274","2020-02-23","1",NA,NA,8601
"4784","48274","2020-02-24","0",2332,10395,4724
"4785","48274","2020-02-25","0",2488,6518,2369
"4786","48274","2020-02-26","0",32910,7078,10964
"4787","48274","2020-02-27","0",1810,2831,3356
"4788","48274","2020-02-28","0",18787,1406,3735
"4789","48274","2020-02-29","1",2695,8263,NA
"4790","48274","2020-03-01","1",1788,11842,3284
"4791","48274","2020-03-02","0",322,2043,0
"4792","48274","2020-03-03","0",2636,2923,4739
"4793","48274","2020-03-04","0",12592,7886,4111
"4794","48274","2020-03-05","0",2065,1796,6034
"4795","48274","2020-03-06","0",4202,611,7303
"4796","48274","2020-03-07","1",18080,2037,NA
"4797","48274","2020-03-08","1",NA,NA,3084
"4798","48274","2020-03-09","0",NA,NA,6612
"4799","48274","2020-03-10","0",4216,1673,4293
"4800","48274","2020-03-11","0",NA,NA,NA
"4801","48274","2020-03-12","0",826,2099,16670
"4802","48274","2020-03-13","0",1700,1656,2571
"4803","48274","2020-03-14",NA,NA,NA,NA
"4804","48274","2020-03-15",NA,NA,NA,NA
"4805","48274","2020-03-16",NA,NA,NA,NA
"4806","48274","2020-03-17",NA,NA,NA,NA
"4807","48274","2020-03-18",NA,NA,NA,NA
"4808","48274","2020-03-19",NA,NA,NA,NA
"4809","48274","2020-03-20",NA,NA,NA,NA
"4810","48274","2020-03-21",NA,NA,NA,NA
"4811","48274","2020-03-22",NA,NA,NA,NA
"4812","48274","2020-03-23",NA,NA,NA,NA
"4813","48274","2020-03-24",NA,NA,NA,NA
"4814","48274","2020-03-25",NA,NA,NA,NA
"4815","48274","2020-03-26",NA,NA,NA,NA
"4816","48274","2020-03-27",NA,NA,NA,NA
